ID,标题,内容,原始链接,量科链接,来源域名,原始日期,量科日期,标签
230,富士康计划在2027年推出5至10比特量子计算原型机，2030年实现商业化,鸿海集团旗下富士康近日表示，其量子计算研究正日益获得国际认可，但该公司预计商业化仍需数年时间，更广泛的商业机会有望在2030年左右出现。该公司旗下的鸿海研究院正推进一条基于离子阱技术的量子计算路线图：计划于2026年实现双比特逻辑操作，至2027年推出面向政府、学术及工业用户的5至10比特可编程原型机。此外，富士康还通过合作取得不少研究进展，包括与东京大学共同推进容错量子计算，以及与QunaSys合作开展机器学习增强的量子化学模拟。,https://thequantuminsider.com/2026/05/29/foxconn-expects-quantum-commercialization-in-2030/,http://www.qtc.com.cn/flash/178021346033485.html,thequantuminsider.com,2026-05-29,2026-05-31,"[""量子计算"", ""量子纠错"", ""离子阱"", ""AI/ML"", ""产品动态"", ""企业资讯"", ""科技前沿"", ""科技前沿""]"
229,西班牙研究人员设计的超导纳米器件可呈现量子霍尔效应特征,马德里自治大学的研究人员近日在理论上提出一种基于超导材料的纳米工程化器件，该器件可呈现量子霍尔效应特征。该团队通过理论分析证明，在特定条件下，不同朗道能级之间的耦合会催生拓扑相，实现完美的电子-空穴转换。该成果为量子霍尔效应与超导结合体系中的拓扑现象研究提供了新视角，有可能推动下一代量子器件的研发。相关研究已于日前发表在《物理评论快报》上。,https://phys.org/news/2026-05-topological-states-emerge-quantum-hall.html,http://www.qtc.com.cn/flash/178021446033486.html,phys.org,,2026-05-31,"[""超导"", ""拓扑"", ""科技前沿"", ""科技前沿""]"
228,印度科学研究所成立创新与创业中心，助力量子及深科技初创企业成长,印度科学研究所（IISc）近日在班加罗尔成立了Wadhwani创新与创业中心，旨在助力量子及深科技初创企业成长。该中心同步举办了“2026量子创投节”，为年轻创业者提供了展示量子技术创意的舞台。IISc还推出名为“InQubate”的初创加速器，专注于推动深科技企业发展，目标是通过整合人才、研究与资源，建立强大的生态系统，并连接学术界与产业界。,https://www.newsbytesapp.com/news/science/iisc-opens-wadhwani-centre-to-support-quantum-and-deep-tech-startups/tldr,http://www.qtc.com.cn/flash/178021546033487.html,www.newsbytesapp.com,2026-05-29,2026-05-31,"[""产品动态"", ""科技前沿"", ""宏观态势"", ""宏观态势""]"
227,IBM未来五年将向量子计算投资超100亿美元，2029年实现大规模容错量子计算,IBM近日宣布，计划未来五年在量子计算领域投资超过100亿美元，目标是在2029年前交付大规模容错量子计算机。根据IBM向美国证券交易委员会披露的信息，该公司目前已在全球部署了超过90套量子系统，并搭建了一个涵盖超过325家《财富》500强企业、初创公司、大学及政府机构的量子生态系统。此次投资公告发布前，IBM已与美国商务部签署意向书，计划在《CHIPS法案》资金及IBM额外注资支持下，建立一家独立的美国量子芯片代工厂Anderson。,https://thequantuminsider.com/2026/05/28/ibm-plans-10-billion-quantum-push-as-efforts-to-commercialize-quantum-intensifies/,http://www.qtc.com.cn/flash/178020946033481.html,thequantuminsider.com,2026-05-28,2026-05-31,"[""量子计算"", ""量子纠错"", ""融资商业"", ""产品动态"", ""半导体"", ""产品动态""]"
226,PsiQuantum亚太测试与验证实验室在格里菲斯大学正式启用,PsiQuantum位于澳大利亚格里菲斯大学布里斯班南校区的亚太测试与验证实验室近日正式建成并启用。这标志着PsiQuantum在昆士兰州的扩展迈入新阶段，也是其打造全球首台实用级容错量子计算机进程中的重要里程碑。该实验室配备了高性能低温系统，可用于冷却、测试和测量光子量子芯片，从而加速澳大利亚在实用级量子计算领域的发展。,https://news.griffith.edu.au/2026/05/27/cutting-edge-quantum-lab-launches-at-griffith/,http://www.qtc.com.cn/flash/178011606033449.html,news.griffith.edu.au,2026-05-27,2026-05-30,"[""量子计算"", ""量子纠错"", ""光量子"", ""产品动态"", ""半导体"", ""产品动态"", ""产品动态""]"
225,D-Wave正面驳斥：量子优越性演示未被推翻，相关经典模拟研究存在局限,D-Wave Quantum公司近日对有关其量子计算优越性演示被经典模拟研究“推翻”的说法作出回应，明确表示该说法不准确，并缺乏科学依据。D-Wave表示，它欢迎经典算法的进步，包括Flatiron研究所与合作者近期在《科学》期刊上发表的基于张量网络的工作，但其成果并未复现D-Wave此前经同行评审的《科学》论文的全部内容，也未解决原文中最困难的问题实例和测量指标。D-Wave指出，Flatiron的新工作仅在大型钻石晶格数据上有所扩展，但未计算相同的可观测物理量、所有几何结构、最大规模拓扑及所有耦合系数。,https://www.dwavequantum.com/company/newsroom/press-release/d-wave-s-quantum-supremacy-result-stands/,http://www.qtc.com.cn/flash/178011702033450.html,www.dwavequantum.com,,2026-05-30,"[""量子计算"", ""拓扑"", ""企业资讯"", ""科技前沿"", ""企业资讯"", ""科技前沿"", ""科技前沿""]"
224,太赫兹波赋能量子密钥分发：格拉斯哥大学为量子互联网安全通信开辟新路径,英国格拉斯哥大学的工程师们近日开发出一种利用太赫兹波进行量子密钥分发的新方法，有望为未来量子互联网提供安全通信保障。该团队将太赫兹波与从移动和Wi-Fi网络改造而来的无线通信系统相结合，仿真建模了基于超导约瑟夫森结相干发射器的量子密钥分发硬件系统。该发射器是一种紧凑低功耗的太赫兹量子波产生装置，并利用最初为4G、5G移动网络和Wi-Fi开发的OFDM（正交频分复用）技术进行传输。相关研究成果已发表在《IEEE量子工程汇刊》上，表明该方案可作为传统激光束和光纤量子密钥分发平台的高保真、低能耗替代方案，凸显了安全量子通信超越光学领域的潜力。,https://www.gla.ac.uk/news/headline_1267277_en.html,http://www.qtc.com.cn/flash/178011804033451.html,www.gla.ac.uk,,2026-05-30,"[""超导"", ""量子通信"", ""产品动态"", ""科技前沿"", ""产品动态"", ""科技前沿"", ""产品动态""]"
223,揭示超导猫量子比特量子计算中的能量优势,"参考来源
➔
下载PDF
➔
量子计算机因其能够解决超越经典系统时间能力的复杂问题，正成为一种前景广阔的新兴技术。在各种实现方案中，超导量子比特因其可扩展性及与量子纠错机制的兼容性，已成为领先技术。尽管时间传统上是主要关注点，但能量效率正成为日益重要的考量因素，尤其是考虑到量子能量优势的可能性。本文在基于猫量子比特的超导量子计算平台上，分析了半经典量子傅里叶变换的能量消耗。研究人员研究并考虑了量子纠错机制对能量估算的影响。结果显示，能量消耗如何随量子比特数量增加而变化，以及量子比特稳定、门实现和纠错码所需的最相关参数如何对总能量消耗做出贡献。该团队开发了一种优化方法，以在保持量子比特保真度高于给定阈值的前提下，调整这些参数以最小化能量消耗。此外，与最先进经典计算机的对比研究表明，假设低温系统以卡诺效率运行，对于超过26个量子比特的系统，存在潜在的量子能量优势，且这种能量优势出现在任何计算优势之前。即使考虑到实际的低温系统和控制电子设备，这一行为仍然持续存在。
作者单位：
VIP可见
提交arXiv：
2026-05-19 13:46",http://www.qtc.com.cn/reference/177933048032712.html,http://www.qtc.com.cn/reference/177933048032712.html,,,2026-05-29,"[""量子计算"", ""量子纠错"", ""超导"", ""产品动态"", ""科技前沿"", ""产品动态"", ""科技前沿"", ""产品动态""]"
222,构建欧洲量子盾牌：全大陆量子密钥分配（QKD）基础设施的战略视角,"参考来源
➔
下载PDF
➔
量子计算的快速发展既能带来令人惊叹的科学突破，也可能被用于破解当今的安全系统，给现有数字体系带来新的风险。面对这一挑战，欧盟部署的欧洲通信基础设施（EuroQCI）至关重要。SEEWQCI项目融合了光纤电缆、卫星通信和增强型安全规则，构建起一道强大的数字屏障。其重点在于保护电网、医院等关键服务，保障欧洲民众的数据安全。
作者单位：
VIP可见
提交arXiv：
2026-05-21 03:20",http://www.qtc.com.cn/reference/177976566432993.html,http://www.qtc.com.cn/reference/177976566432993.html,,,2026-05-29,"[""量子计算"", ""量子通信"", ""企业资讯"", ""科技前沿"", ""企业资讯"", ""科技前沿"", ""宏观态势""]"
221,面向公用事业规模的多输出时间序列预测的混合量子-经典机器学习算法,"参考来源
➔
下载PDF
➔
多输出时间序列预测在能源系统中具有挑战性，原因在于非线性动力学、多尺度季节性以及相关序列间的强依赖性。本研究针对一个包含103户家庭用电时间序列的真实智能电表数据集，在 \(ibm\_marrakesh\) 超导量子处理器上执行实验，探究了两种用于多流时间序列预测的混合量子-经典框架。第一种模型为带重复测量的核化量子储层计算（KQRC-RM），该模型结合了耦合量子储层、辅助比特辅助重复测量以及核化读出，以联合建模时间动态与跨流相关性。对于3流时间序列输入与输出，使用114量子比特的KQRC-RM模型在MPS模拟器上达到0.0811的MAE（较其经典对应模型提升36.92%），而在硬件上性能下降至MAE为0.1524。第二种模型为投影量子核高斯过程（QGP），该模型用由局部约化态统计量构建的投影核替代了基于保真度的核。使用一个拓扑感知的100量子比特QGP模型预测100个多输出时间序列值时，研究人员观察到49%的时间序列输出实现了高精度预测（MAE < 0.15），该低误差组的平均MAE为0.082。中等误差区间（MAE 0.15-0.35）的平均MAE为0",http://www.qtc.com.cn/reference/177980160033165.html,http://www.qtc.com.cn/reference/177980160033165.html,,,2026-05-29,"[""量子计算"", ""超导"", ""拓扑"", ""AI/ML"", ""产品动态"", ""科技前沿"", ""产品动态"", ""科技前沿"", ""科技前沿""]"
220,耗散猫量子比特中的比特翻转、饱和与量子混沌,"参考来源
➔
下载PDF
➔
玻色子猫量子比特因其逻辑比特翻转率随猫态光子数呈指数抑制，有望实现硬件高效的量子纠错。然而，多项实验报告表明，在大光子数下这种抑制效应会达到饱和，从而限制了可实现的保护效果。本研究结合量子轨迹模拟、半经典分析和刘维尔谱方法，研究了现实耗散猫量子比特中比特翻转的特性——其中承载量子信息的存储模式与一个耗散的缓冲腔相互作用。研究表明，比特翻转是 inherently 涉及存储器和缓冲器的动力学过程，因此无法通过单模近似描述来捕捉。研究人员识别出一种反射对称性，其在半经典层面和量子轨迹中产生锁相条件，这是实现规则比特翻转动力学的主要要求。该对称性的破坏是饱和现象的根源，且发现当满足两个条件时会发生：首先，缓冲器状态瞬时跟随存储器状态的绝热近似必须失效——这通常发生在大光子数下；其次，交叉克尔相互作用和退相干等关键参数必须存在，导致非规则动力学，其中存储器波动在比特翻转过程中被缓冲器放大。在此区间内，研究发现比特翻转表现为规则动力学中的混沌爆发，这一点可从量子轨迹拓扑结构的变化以及刘维尔谱及其相关本征模在切换事件中的参与得到证实。最后，我们通过与实验数据的对比验证",http://www.qtc.com.cn/reference/177980382033176.html,http://www.qtc.com.cn/reference/177980382033176.html,,,2026-05-29,"[""量子计算"", ""量子纠错"", ""光量子"", ""拓扑"", ""科技前沿"", ""科技前沿"", ""科技前沿""]"
219,日本滨松光子学公司将在新加坡设立子公司以加强东南亚市场布局,日本滨松光子学公司近日宣布，它将在新加坡设立一家子公司以加强其在东南亚市场的业务基础。该子公司计划于2026年10月开始运营。未来，该公司将以这家新子公司为起点，致力于优化整个东南亚地区的供应链和服务结构，并计划随着区域市场的增长扩大其职能，以进一步强化其全球竞争力。,https://www.hamamatsu.com/us/en/news/announcements/2026/20260526000000.html,http://www.qtc.com.cn/flash/178001370033326.html,www.hamamatsu.com,,2026-05-29,"[""光量子"", ""宏观态势"", ""宏观态势"", ""宏观态势""]"
218,Bitcoin Cash社区激活Layla升级 已加入后量子安全支持,Bitcoin Cash社区近日激活了Layla升级，引入了图灵完备的CashVM脚本语言，通过支持有限循环、函数、位运算及支付到脚本功能，拓展了Layer 1去中心化金融能力。此次升级还通过Quantumroot技术添加了后量子安全支持，OPTN Labs和Paytaca等钱包已在Android和iOS设备上为BCH、CashTokens及DeFi资产提供抗量子存储支持。该升级将推动新链上应用落地，包括去中心化交易所、永续合约交易、预测市场，以及基于x402支付协议的AI代理微支付等场景。,http://www.qtc.com.cn/flash/178001466033327.html,http://www.qtc.com.cn/flash/178001466033327.html,,,2026-05-29,"[""后量子密码"", ""宏观态势"", ""宏观态势"", ""宏观态势""]"
217,霍尼韦尔向英国最大室内光学设施交付一台可移动式地面光学站,Honeywell（霍尼韦尔）近日成功交付并启用一台可移动式地面光学站（TOGS），以支持英国萨福克学院的量子光学发现实验室（QOD Lab）的启动及持续运营。该新研究设施将作为国家级中心，致力于光学和量子通信技术的开发与测试，以服务于未来安全的太空通信。QOD Lab是英国最大的室内光学研究设施，能够在模拟大气条件下测试激光通信系统。该光学地面站是一个支持量子安全通信以及地球与低地球轨道卫星间高速光学数据传输的先进平台。该系统将与两颗卫星进行实时测试：量子加密与科学卫星（QEYSSat）和霍尼韦尔自有的量子密钥分发卫星（QKDSat）。据悉，霍尼韦尔也是QOD实验室的投资方，它通过其TOGS技术相关的投资与支持，为该实验室贡献了约200万英镑的价值。,https://www.satelliteevolution.com/post/honeywell-ground-optical-station-to-support-research-at-new-uk-quantum-space-optics-lab,http://www.qtc.com.cn/flash/178001568033328.html,www.satelliteevolution.com,2026-05-26,2026-05-29,"[""量子通信"", ""后量子密码"", ""融资商业"", ""产品动态"", ""科技前沿"", ""产品动态"", ""科技前沿"", ""科技前沿""]"
216,IBM 2026年Qiskit全球暑期学校现已开放注册,IBM日前表示，“2026年Qiskit全球暑期学校：云端十年”活动现已开放注册。该年度全球性项目旨在帮助学生、研究人员和开发者构建量子计算实用技能。为期两周的活动将于2026年7月13日至24日举行。这一免费在线课程将通过讲座、实验、IBM量子专家现场问答等环节，帮助学员使用Qiskit并掌握实用量子技能。要获得参与证书或徽章，学员需观看所有IBM量子核心讲座80%的内容，高级赛道学员还需完成实验作业。,https://www.ibm.com/quantum/blog/qiskit-summer-school-2026,http://www.qtc.com.cn/flash/178001868033330.html,www.ibm.com,,2026-05-29,"[""量子计算"", ""科技前沿"", ""科技前沿"", ""科技前沿""]"
215,科学家在优化超导材料方面取得进展，新型缺陷识别将助力开发更低噪声量子器件,美国能源部的研究人员通过结合原子力显微镜、X射线和光谱分析等多种实验技术，深入探究了超导铌材料中缺陷的形成机制，并成功识别出一种名为“铌氢化物”的缺陷类型。这一发现意味着科学家现在可以有针对性地采取预防措施，例如通过优化材料和器件的工程化工艺，或在制造过程中更精准地控制器件所接触的气体，来抑制铌氢化物的生成。他们的研究结果表明，铌氢化物在铌薄膜中普遍存在，这为超导量子比特及其他谐振器中的退相干效应引入了一个此前未被考虑的因素。由于铌氢化物的尺寸、位置和密度会随器件从室温冷却的过程而变化，减少此类缺陷有助于降低量子计算机的噪声水平，从而使其在运行中减少错误。,https://www.energy.gov/science/hep/articles/spotting-new-culprit-hunt-quantum-noise,http://www.qtc.com.cn/flash/178001970033331.html,www.energy.gov,2026-05-28,2026-05-29,"[""量子计算"", ""超导"", ""半导体"", ""科技前沿"", ""科技前沿"", ""科技前沿""]"
214,北京量子院团队提出ZAP方案，可破解中性原子量子芯片原子搬运与串扰控制等难题,北京量子信息科学研究院量子操作系统软件研发团队提出一种面向场可编程原子阵列的分区架构与高性能编译框架ZAP。该工作通过硬件架构与编译算法协同设计，解决了中性原子量子计算中逻辑线路映射、原子搬运、串扰控制与编译效率之间的关键矛盾。相关成果已于日前在线发表于《电气与电子工程师协会量子工程汇刊》。,https://www.baqis.ac.cn/news/detail/?cid=4688,http://www.qtc.com.cn/flash/178002066033332.html,www.baqis.ac.cn,,2026-05-29,"[""量子计算"", ""中性原子"", ""产品动态"", ""半导体"", ""科技前沿"", ""产品动态"", ""科技前沿"", ""产品动态""]"
213,Quantum Machines实现7天冷启动Rigetti量子处理器，且性能达到官方调控水平,Quantum Machines近日宣布，其使用OPX1000编排与校准平台，在7个工作日内成功将Rigetti商用Novera QPU从冷启动变为全面运行，并在全部11对量子比特上实现了99.5%的双量子比特门中值保真度。此次在Rigetti Novera平台上的外部合作表明，高性能的Novera操作现在可在Rigetti自有控制系统之外复现。这代表了目前使用外部编排与校准平台实现的最高Novera全系统性能，达到了与Rigetti内部控制相同的保真度水平。相关研究成果还包括：在Novera 9量子比特芯片上，所有9个量子比特的单量子比特门中值保真度达99.93%；全QPU读取保真度为 95%；在11对量子比特上，双量子比特CZ门中值保真度为 99.5%，峰值达到99.86%。,https://www.quantum-machines.co/blog/rigetti-novera-99-5-fidelity-opx1000/,http://www.qtc.com.cn/flash/178002168033333.html,www.quantum-machines.co,2026-05-27,2026-05-29,"[""量子计算"", ""产品动态"", ""企业资讯"", ""半导体"", ""科技前沿"", ""产品动态"", ""企业资讯"", ""科技前沿"", ""产品动态""]"
